type,x_0,x_1,x_2,x_3
1,0.1063901036977768,0.09468041360378265,0.0022824949119240046,-0.11797197163105011
2,-0.11639953404664993,-0.0824584886431694,-0.034743037074804306,-0.017415421083569527
3,-0.09973585605621338,-0.10812246799468994,-0.09700202196836472,0.11849188804626465
4,0.02002895437180996,0.08039271831512451,0.07782997190952301,0.029453810304403305
5,0.045818015933036804,-0.10315397381782532,0.08844665437936783,-0.008373449556529522
6,-0.07362287491559982,0.02134072221815586,0.0395653173327446,-0.0735243558883667
7,0.008635039441287518,0.021834902465343475,-0.012186684645712376,-0.0008391766459681094
8,-0.0376657210290432,-0.011905339546501637,0.10489765554666519,0.04779616370797157
9,-0.08433699607849121,0.0020847241394221783,-0.10281603038311005,0.026890132576227188
10,0.0048963287845253944,-0.005983294453471899,0.08014771342277527,-0.005650723353028297
11,0.11115692555904388,-0.004002205561846495,-0.0792575404047966,-0.09720075875520706
12,0.10188686102628708,0.02561299130320549,0.013389453291893005,0.06924017518758774
13,-0.0024499560240656137,0.018686221912503242,0.12463429570198059,0.0796344205737114
14,-0.01981826312839985,0.0903015211224556,-0.05644144117832184,-0.07548052817583084
15,-0.1153520941734314,0.009260209277272224,-0.05494803562760353,0.012243210338056087
16,-0.058686818927526474,-0.11672955751419067,-0.08694873750209808,-0.043905243277549744
17,-0.01541141327470541,0.005021228455007076,-0.09129912406206131,0.08859328180551529
18,-0.10892040282487869,0.049116477370262146,0.11472386866807938,-0.008761659264564514
19,0.05041595548391342,0.07269685715436935,-0.1123851016163826,0.014641246758401394
20,-0.0013842914486303926,0.03390951454639435,0.041456907987594604,-0.022102532908320427
21,-0.02691495232284069,0.0786285549402237,-0.059374574571847916,-0.03140034154057503
22,0.06317193806171417,0.12855306267738342,0.07862329483032227,0.05233219638466835
23,0.04025208577513695,0.01750205270946026,0.01390394102782011,0.0801420733332634
24,0.09237745404243469,0.10053317993879318,0.0232385341078043,-0.09928266704082489
25,0.016330167651176453,0.11689481884241104,0.09622538834810257,-0.009334149770438671
26,-0.09578858315944672,-0.07732900977134705,0.12107256054878235,-0.037724435329437256
27,-0.07781454920768738,-0.06403554975986481,0.043923500925302505,0.011295693926513195
28,0.034633226692676544,0.05383913591504097,-0.035892464220523834,-0.018139531835913658
29,0.07441066205501556,0.028718251734972,0.07342889904975891,-0.12068583816289902
30,-0.06018136814236641,-0.03996821865439415,0.09618575125932693,-0.048834048211574554
31,-0.12185244262218475,-0.04330708831548691,0.06616315990686417,0.01637260615825653
32,-0.07994695007801056,-0.0477297343313694,0.1211276724934578,-0.09256532788276672
33,0.06916671991348267,0.11779441684484482,0.10665353387594223,-0.05849514156579971
34,0.06861397624015808,-0.02531278133392334,-0.10918579995632172,-0.04812683165073395
35,0.053882163017988205,0.037356406450271606,-0.12284202128648758,-0.0765543133020401
